I0229 01:05:46.785067 207394 Protraintest_ae.py:83] {'ptcloud_path': 'ptcloud_0.npz', 'img_path': 'renderings', 'label_path': 'label.npz', 'data_basedir': '../../../../What3D', 'splits_path': 'splits', 'class_path': 'classes.txt', 'image_size': 128, 'view': '0', 'log_dir': 'logs_aebatch10_1/', 'log_filename': 'Train.log', 'output_dir': 'results_aebatch10_1/', 'snapshot_dir': 'snapshots_aebatch10_1/', 'verbose_per_n_batch': 5, 'shuffle_point_order': False, 'use_manifold': False, 'alpha': 0.0, 'total_epochs': 10, 'train_batch_size': 10, 'test_batch_size': 100, 'val_batch_size': 100, 'lr_G': 0.003, 'lr_D': 0.0001, 'pool_size': 0, 'G_adam_beta1': 0.5, 'noise_pts': 1024, 'mean': 0.0, 'stddev': 1.0, 'lambda_loss_primitive': 1.0, 'lambda_loss_fine': 1.0, 'lambda_loss_manifold': 0.0, 'lambda_loss_classification': 0.0, 'momentum': 0.9, 'weight_decay': 1e-06, 'lr_decay_step': 30, 'lr_decay_rate': 0.1, 'tensorboard': None, 'checkpoint_model': None, 'checkpoint_solver': None, 'save_results': False, 'train': True, 'test': True, 'device': device(type='cuda'), 'script_folder': '/home/zyf/mixup/Pointcloud-Learning'}
I0229 01:05:46.786864 207394 Protraintester.py:359] Network Architecture:
I0229 01:05:48.508375 207394 Protraintester.py:248] Epoch=1   [  0%/36757] AVGloss (B,R)=(1.395,1.395) FineCDloss = 1.3955 Classloss = 0.0000 lr = 0.00300 
I0229 01:05:48.711049 207394 Protraintester.py:248] Epoch=1   [  0%/36757] AVGloss (B,R)=(1.405,1.980) FineCDloss = 1.4047 Classloss = 0.0000 lr = 0.00300 
I0229 01:05:48.912556 207394 Protraintester.py:248] Epoch=1   [  0%/36757] AVGloss (B,R)=(1.087,1.833) FineCDloss = 1.0872 Classloss = 0.0000 lr = 0.00300 
I0229 01:05:49.112751 207394 Protraintester.py:248] Epoch=1   [  0%/36757] AVGloss (B,R)=(1.329,1.515) FineCDloss = 1.3291 Classloss = 0.0000 lr = 0.00300 
I0229 01:05:49.315452 207394 Protraintester.py:248] Epoch=1   [  1%/36757] AVGloss (B,R)=(0.839,1.271) FineCDloss = 0.8393 Classloss = 0.0000 lr = 0.00300 
I0229 01:05:49.534820 207394 Protraintester.py:248] Epoch=1   [  1%/36757] AVGloss (B,R)=(0.450,1.027) FineCDloss = 0.4505 Classloss = 0.0000 lr = 0.00300 
I0229 01:05:49.972302 207394 Protraintester.py:248] Epoch=1   [  1%/36757] AVGloss (B,R)=(0.536,0.815) FineCDloss = 0.5362 Classloss = 0.0000 lr = 0.00300 
I0229 01:05:50.576541 207394 Protraintester.py:248] Epoch=1   [  1%/36757] AVGloss (B,R)=(0.532,0.676) FineCDloss = 0.5317 Classloss = 0.0000 lr = 0.00300 
I0229 01:05:51.145501 207394 Protraintester.py:248] Epoch=1   [  1%/36757] AVGloss (B,R)=(0.442,0.631) FineCDloss = 0.4416 Classloss = 0.0000 lr = 0.00300 
I0229 01:05:51.723178 207394 Protraintester.py:248] Epoch=1   [  1%/36757] AVGloss (B,R)=(0.500,0.584) FineCDloss = 0.4999 Classloss = 0.0000 lr = 0.00300 
I0229 01:05:52.333635 207394 Protraintester.py:248] Epoch=1   [  1%/36757] AVGloss (B,R)=(0.586,0.571) FineCDloss = 0.5861 Classloss = 0.0000 lr = 0.00300 
